"idx","token","type"
1688,"at","O"
1688,"duh","O"
1688,"yuck","O"
1688,"via","O"
1688,"before","O"
1688,"generate","B-AT"
1688,"todo","I-AT"
1688,"using","O"
1688,"ejector","B-CNT"
1688,"idolized","I-CNT"
1688,"boo","I-CNT"
1688,"over","I-CNT"
1688,"west","I-CNT"
1688,"boohoo","I-CNT"
1688,"ugh","I-CNT"
1688,"actually","I-CNT"
1688,"promptly","I-CNT"
1688,"hence","I-CNT"
1688,".","O"
1688,"meh","O"
1688,"ultimately","O"
1688,"drill","O"
1688,"geometry","O"
1688,"across","O"
1688,"destroy","B-RT"
1688,"a","I-RT"
1688,"todo","I-RT"
1688,"containing","O"
1688,"gracefully","B-CNT"
1688,"elegant","I-CNT"
1688,"shy","I-CNT"
1688,"consequently","I-CNT"
1688,"healthily","I-CNT"
1688,"well-made","I-CNT"
1688,"furthermore","I-CNT"
1688,"ah","I-CNT"
1689,"colour","O"
1689,"shocking","O"
1689,"tremendously","O"
1689,"high","O"
1689,"anorak","O"
1689,"ah","O"
1689,"worsen","O"
1689,"create","B-AT"
1689,"a","I-AT"
1689,"todo","I-AT"
1689,"with","O"
1689,"content","O"
1689,"unto","B-CNT"
1689,"android","I-CNT"
1689,"terminology","I-CNT"
1689,"acidly","I-CNT"
1689,"gloat","I-CNT"
1689,"tensor","I-CNT"
1689,"and","O"
1689,"dehydrate","O"
1689,"likely","O"
1689,"strictly","O"
1689,"aha","O"
1689,"underneath","O"
1689,"jubilantly","O"
1689,"entree","O"
1689,"innocently","O"
1689,"quiet","O"
1689,"add","B-AT"
1689,"a","I-AT"
1689,"todo","I-AT"
1689,"containing","O"
1689,"twig","B-CNT"
1689,"soon","I-CNT"
1689,"similar","I-CNT"
1689,"unless","I-CNT"
1689,"flanker","I-CNT"
1689,"dearly","I-CNT"
1690,"spew","O"
1690,"powerfully","O"
1690,"drat","O"
1690,"done","B-CT"
1690,"todo","I-CT"
1690,"using","O"
1690,"eek","B-CNT"
1690,"dutiful","I-CNT"
1690,"urgently","I-CNT"
1690,"but","I-CNT"
1690,"worth","I-CNT"
1690,"then","O"
1690,"underneath","O"
1690,"destroy","B-RT"
1690,"todo","I-RT"
1690,"mundane","B-CNT"
1690,"asymmetry","I-CNT"
1690,"readily","I-CNT"
1690,"consequently","I-CNT"
1690,"gratefully","I-CNT"
1690,"weave","I-CNT"
1690,"suspicious","I-CNT"
1690,"ill-informed","I-CNT"
1690,"after that","O"
1690,"victoriously","O"
1690,"whoa","O"
1690,"ah","O"
1690,"assay","O"
1690,"physically","O"
1690,"yippee","O"
1690,"outhouse","O"
1690,"gee","O"
1690,"atop","O"
1690,"green","O"
1690,"create","B-AT"
1690,"todo","I-AT"
1690,"using","O"
1690,"arthur","B-CNT"
1690,"excitedly","I-CNT"
1690,"auction","I-CNT"
1691,"eventually","O"
1691,"mark","B-CT"
1691,"todo","I-CT"
1691,"using","O"
1691,"if","B-CNT"
1691,"yippee","I-CNT"
1691,"laugh","I-CNT"
1691,"round","I-CNT"
1691,"violet","I-CNT"
1691,"from","I-CNT"
1691,"titivate","I-CNT"
1691,"daintily","I-CNT"
1691,"after that","O"
1691,"uselessly","O"
1691,"chapel","O"
1691,"until","O"
1691,"fiercely","O"
1691,"knowledgeably","O"
1691,"coarse","O"
1691,"generate","B-AT"
1691,"a","I-AT"
1691,"todo","I-AT"
1691,"with","O"
1691,"log","B-CNT"
1691,"pro","I-CNT"
1691,"rarely","I-CNT"
1691,"gee","I-CNT"
1691,"incomplete","I-CNT"
1691,"and","O"
1691,"pfft","O"
1691,"far","O"
1691,"fluid","O"
1691,"since","O"
1691,"complete","B-CT"
1691,"todo","I-CT"
1691,"named","O"
1691,"notwithstanding","B-CNT"
1691,"presage","I-CNT"
1691,"terribly","I-CNT"
1691,"aboard","I-CNT"
1691,"whoa","I-CNT"
1691,"far","I-CNT"
1691,"frequency","I-CNT"
1692,"upliftingly","O"
1692,"notwithstanding","O"
1692,"lest","O"
1692,"todo","O"
1692,"todo","O"
1692,"with","O"
1692,"soggy","O"
1692,"fast","O"
1692,"distant","O"
1692,"oof","O"
1692,"rise","O"
1692,"aha","O"
1692,"ew","O"
1692,"gladly","O"
1692,"passivize","O"
1692,"questioningly","O"
1693,"meh","O"
1693,"reopen","O"
1693,"alongside","O"
1693,"fluid","O"
1693,"more","O"
1693,"portion","O"
1693,"meh","O"
1693,"kebab","O"
1693,"complete","B-CT"
1693,"a","I-CT"
1693,"todo","I-CT"
1693,"with","O"
1693,"content","O"
1693,"eating","B-CNT"
1693,"on","I-CNT"
1693,"gosh","I-CNT"
1693,"transportation","I-CNT"
1693,"carelessly","I-CNT"
1693,"hence","I-CNT"
1693,"suddenly","I-CNT"
1693,"vessel","I-CNT"
1693,"and","O"
1693,"er","O"
1693,"lest","O"
1693,"so","O"
1693,"midst","O"
1693,"theorise","O"
1693,"molasses","O"
1693,"planning","O"
1693,"vivaciously","O"
1693,"generate","B-AT"
1693,"a","I-AT"
1693,"todo","I-AT"
1693,"bivvy","B-CNT"
1693,"identical","I-CNT"
1694,"which","O"
1694,"whoa","O"
1694,"uh-huh","O"
1694,"done","B-CT"
1694,"a","I-CT"
1694,"todo","I-CT"
1694,"with","O"
1694,"content","O"
1694,"never","B-CNT"
1694,"endeavor","I-CNT"
1694,"minor","I-CNT"
1694,"ugh","I-CNT"
1694,"maestro","I-CNT"
1694,"pish","I-CNT"
1694,".","O"
1694,"per","O"
1694,"eek","O"
1694,"phooey","O"
1694,"mark","B-CT"
1694,"a","I-CT"
1694,"todo","I-CT"
1694,"containing","O"
1694,"'","O"
1694,"lest","B-CNT"
1694,"inside","I-CNT"
1694,"especially","I-CNT"
1694,"aboard","I-CNT"
1694,"plus","I-CNT"
1694,"alongside","I-CNT"
1694,"near","I-CNT"
1694,"above","I-CNT"
1694,"suspiciously","I-CNT"
1694,"'","O"
1695,"mortified","O"
1695,"hence","O"
1695,"destroy","B-RT"
1695,"todo","I-RT"
1695,"using","O"
1695,"pleasing","B-CNT"
1695,"yesterday","I-CNT"
1695,"during","I-CNT"
1695,"thresh","I-CNT"
1695,"yet","I-CNT"
1695,"minus","I-CNT"
1695,"invoice","I-CNT"
1695,"handle","I-CNT"
1695,"moreover","O"
1695,"considering","O"
1695,"yet","O"
1695,"hurdler","O"
1695,"jovially","O"
1695,"remove","B-RT"
1695,"todo","I-RT"
1695,"government","B-CNT"
1695,"yet","I-CNT"
1695,"writ","I-CNT"
1696,"amid","O"
1696,"among","O"
1696,"yippee","O"
1696,"among","O"
1696,"obediently","O"
1696,"a","O"
1696,"generate","B-AT"
1696,"a","I-AT"
1696,"todo","I-AT"
1696,"'","O"
1696,"via","B-CNT"
1696,"unlucky","I-CNT"
1696,"until","I-CNT"
1696,"woot","I-CNT"
1696,"faithfully","I-CNT"
1696,"tot","I-CNT"
1696,"amidst","I-CNT"
1696,"tattoo","I-CNT"
1696,"'","O"
1696,".","O"
1696,"that","O"
1696,"how","O"
1696,"gratefully","O"
1696,"loan","O"
1696,"eschew","O"
1696,"brazen","O"
1696,"beat","O"
1696,"complete","B-CT"
1696,"todo","I-CT"
1696,"containing","O"
1696,"'","O"
1696,"mmm","B-CNT"
1696,"pyridine","I-CNT"
1696,"frankly","I-CNT"
1696,"'","O"
1696,"then","O"
1696,"pomegranate","O"
1696,"confirm","O"
1696,"via","O"
1696,"whoa","O"
1696,"generate","B-AT"
1696,"todo","I-AT"
1696,"with","O"
1696,"'","O"
1696,"before","B-CNT"
1696,"pfft","I-CNT"
1696,"toggle","I-CNT"
1696,"'","O"
1697,"abaft","O"
1697,"ouch","O"
1697,"supposing","O"
1697,"oh","O"
1697,"secondary","O"
1697,"lest","O"
1697,"shove","O"
1697,"so","O"
1697,"if","O"
1697,"remove","B-RT"
1697,"todo","I-RT"
1697,"with","O"
1697,"content","O"
1697,"'","O"
1697,"righteously","B-CNT"
1697,"hourly","I-CNT"
1697,"midst","I-CNT"
1697,"adviser","I-CNT"
1697,"questioningly","I-CNT"
1697,"'","O"
1697,"then","O"
1697,"visualise","O"
1697,"add","B-AT"
1697,"a","I-AT"
1697,"todo","I-AT"
1697,"with","O"
1697,"content","O"
1697,"eek","B-CNT"
1697,"knitting","I-CNT"
1697,"billing","I-CNT"
1697,"who","I-CNT"
1697,"curdle","I-CNT"
1697,"overlay","I-CNT"
1697,"reformat","I-CNT"
1697,"although","I-CNT"
1697,"attainment","I-CNT"
1698,"fooey","O"
1698,"atop","O"
1698,"gracefully","O"
1698,"second-hand","O"
1698,"misty","O"
1698,"towards","O"
1698,"mmm","O"
1698,"distend","O"
1698,"in","O"
1698,"done","B-CT"
1698,"a","I-CT"
1698,"todo","I-CT"
1698,"with","O"
1698,"'","O"
1698,"brr","B-CNT"
1698,"criminal","I-CNT"
1698,"interview","I-CNT"
1698,"degree","I-CNT"
1698,"bunker","I-CNT"
1698,"whose","I-CNT"
1698,"fully","I-CNT"
1698,"detect","I-CNT"
1698,"youthfully","I-CNT"
1698,"illiterate","I-CNT"
1698,"'","O"
1699,"since","O"
1699,"rash","O"
1699,"since","O"
1699,"knowingly","O"
1699,"slide","O"
1699,"monasticism","O"
1699,"wish","O"
1699,"whoever","O"
1699,"invoke","O"
1699,"destroy","B-RT"
1699,"todo","I-RT"
1699,"with","O"
1699,"'","O"
1699,"huzzah","B-CNT"
1699,"unlike","I-CNT"
1699,"oh","I-CNT"
1699,"insecure","I-CNT"
1699,"bode","I-CNT"
1699,"between","I-CNT"
1699,"instead","I-CNT"
1699,"'","O"
1699,"and","O"
1699,"crushing","O"
1699,"silky","O"
1699,"furthermore","O"
1699,"well-worn","O"
1699,"supposing","O"
1699,"plowman","O"
1699,"what","O"
1699,"sigh","O"
1699,"remove","B-RT"
1699,"todo","I-RT"
1699,"where","O"
1699,"upliftingly","B-CNT"
1699,"serialise","I-CNT"
1699,"glorious","I-CNT"
1699,"moreover","O"
1699,"lest","O"
1699,"pish","O"
1699,"than","O"
1699,"bath","O"
1699,"beyond","O"
1699,"remove","B-RT"
1699,"a","I-RT"
1699,"todo","I-RT"
1699,"named","O"
1699,"cod","B-CNT"
1699,"behind","I-CNT"
1699,"considering","I-CNT"
1700,"stretcher","O"
1700,"abaft","O"
1700,"across","O"
1700,"neuter","O"
1700,"actually","O"
1700,"artistic","O"
1700,"destroy","B-RT"
1700,"a","I-RT"
1700,"todo","I-RT"
1700,"with","O"
1700,"content","O"
1700,"pelt","B-CNT"
1700,"since","I-CNT"
1700,"blaspheme","I-CNT"
1700,"god","I-CNT"
1700,"moreover","O"
1700,"forearm","O"
1700,"announcement","O"
1700,"done","B-CT"
1700,"todo","I-CT"
1700,"named","O"
1700,"'","O"
1700,"vulture","B-CNT"
1700,"'","O"
1700,"then","O"
1700,"merrily","O"
1700,"exculpate","O"
1700,"create","B-AT"
1700,"todo","I-AT"
1700,"named","O"
1700,"zowie","B-CNT"
1700,"plus","I-CNT"
1700,"gastronomy","I-CNT"
1700,"for","I-CNT"
1700,"joshingly","I-CNT"
1700,"nor","I-CNT"
1700,"telescope","I-CNT"
1700,"bah","I-CNT"
1701,"per","O"
1701,"impolite","O"
1701,"inasmuch","O"
1701,"minty","O"
1701,"ha","O"
1701,"pish","O"
1701,"handful","O"
1701,"around","O"
1701,"on","O"
1701,"obvious","O"
1701,"destroy","B-RT"
1701,"a","I-RT"
1701,"todo","I-RT"
1701,"wharf","B-CNT"
1701,"crimp","I-CNT"
1701,"ouch","I-CNT"
1702,"optimistically","O"
1702,"meh","O"
1702,"showy","O"
1702,"cruelly","O"
1702,"modulo","O"
1702,"yet","O"
1702,"generate","B-AT"
1702,"todo","I-AT"
1702,"named","O"
1702,"next","B-CNT"
1702,"greedily","I-CNT"
1702,"than","I-CNT"
1702,"ouch","I-CNT"
1702,"and","O"
1702,"immaterial","O"
1702,"amidst","O"
1702,"save","O"
1702,"trail","O"
1702,"photosynthesise","O"
1702,"once","O"
1702,"risk","O"
1702,"cumbersome","O"
1702,"ugh","O"
1702,"unbearably","O"
1702,"complete","B-CT"
1702,"todo","I-CT"
1702,"'","O"
1702,"likely","B-CNT"
1702,"supposing","I-CNT"
1702,"gah","I-CNT"
1702,"throughout","I-CNT"
1702,"'","O"
1703,"meanwhile","O"
1703,"sharply","O"
1703,"kilogram","O"
1703,"why","O"
1703,"academic","O"
1703,"hypothesise","O"
1703,"scarily","O"
1703,"er","O"
1703,"mango","O"
1703,"remove","B-RT"
1703,"a","I-RT"
1703,"todo","I-RT"
1703,"with","O"
1703,"'","O"
1703,"blacken","B-CNT"
1703,"section","I-CNT"
1703,"'","O"
1704,"why","O"
1704,"gosh","O"
1704,"lest","O"
1704,"rocket","O"
1704,"done","B-CT"
1704,"todo","I-CT"
1704,"containing","O"
1704,"authorization","B-CNT"
1704,"then","O"
1704,"nervous","O"
1704,"sheepishly","O"
1704,"opposite","O"
1704,"yum","O"
1704,"offset","O"
1704,"when","O"
1704,"smoothly","O"
1704,"drab","O"
1704,"generate","B-AT"
1704,"todo","I-AT"
1704,"with","O"
1704,"content","O"
1704,"brightly","B-CNT"
1704,"vacantly","I-CNT"
1704,"jittery","I-CNT"
1704,"upon","I-CNT"
1704,"hm","I-CNT"
1704,"energetic","I-CNT"
1704,"ha","I-CNT"
1704,"aha","I-CNT"
1704,"doff","I-CNT"
1704,"after that","O"
1704,"because","O"
1704,"gratefully","O"
1704,"meter","O"
1704,"cellar","O"
1704,"sign","O"
1704,"any","O"
1704,"because","O"
1704,"done","B-CT"
1704,"a","I-CT"
1704,"todo","I-CT"
1704,"with","O"
1704,"'","O"
1704,"notwithstanding","B-CNT"
1704,"muted","I-CNT"
1704,"'","O"
1705,"duh","O"
1705,"finally","O"
1705,"violently","O"
1705,"cheerfully","O"
1705,"whoa","O"
1705,"kindly","O"
1705,"triumph","O"
1705,"instead","O"
1705,"below","O"
1705,"lest","O"
1705,"mark","B-CT"
1705,"a","I-CT"
1705,"todo","I-CT"
1705,"using","O"
1705,"yowza","B-CNT"
1705,"sunbeam","I-CNT"
1705,"moreover","O"
1705,"whenever","O"
1705,"desensitize","O"
1705,"gleefully","O"
1705,"gosh","O"
1705,"once","O"
1705,"so","O"
1705,"required","O"
1705,"bourgeoisie","O"
1705,"marvelous","O"
1705,"remove","B-RT"
1705,"a","I-RT"
1705,"todo","I-RT"
1705,"named","O"
1705,"glance","B-CNT"
1705,"furthermore","I-CNT"
1705,"jubilantly","I-CNT"
1705,"yuck","I-CNT"
1705,"precious","I-CNT"
1705,"brr","I-CNT"
1705,"comportment","I-CNT"
1705,"er","I-CNT"
1706,"farm","O"
1706,"ouch","O"
1706,"jolly","O"
1706,"minus","O"
1706,"remove","B-RT"
1706,"todo","I-RT"
1706,"containing","O"
1706,"'","O"
1706,"temporize","B-CNT"
1706,"ouch","I-CNT"
1706,"broiler","I-CNT"
1706,"exactly","I-CNT"
1706,"verbally","I-CNT"
1706,"meh","I-CNT"
1706,"spanish","I-CNT"
1706,"continually","I-CNT"
1706,"'","O"
1707,"lonely","O"
1707,"todo","O"
1707,"todo","O"
1707,"with","O"
1707,"content","O"
1707,"'","O"
1707,"poorly","O"
1707,"likewise","O"
1707,"scheduling","O"
1707,"pinkie","O"
1707,"which","O"
1707,"prize","O"
1707,"'","O"
1707,"and","O"
1707,"casket","O"
1707,"untangle","O"
1707,"ack","O"
1707,"yet","O"
1707,"finance","O"
1707,"delete","B-RT"
1707,"todo","I-RT"
1707,"where","O"
1707,"after","B-CNT"
1707,"retort","I-CNT"
1707,"refresh","I-CNT"
1707,"hairy","I-CNT"
1707,"excepting","I-CNT"
1707,"as","I-CNT"
1707,"heroine","I-CNT"
1707,"huzzah","I-CNT"
1707,"and","O"
1707,"unacceptable","O"
1707,"turn","O"
1707,"disadvantage","O"
1707,"done","B-CT"
1707,"a","I-CT"
1707,"todo","I-CT"
1707,"named","O"
1707,"'","O"
1707,"mmm","B-CNT"
1707,"athwart","I-CNT"
1707,"oh","I-CNT"
1707,"stagnate","I-CNT"
1707,"including","I-CNT"
1707,"popularize","I-CNT"
1707,"'","O"
1708,"avaricious","O"
1708,"pfft","O"
1708,"provided","O"
1708,"builder","O"
1708,"delete","B-RT"
1708,"todo","I-RT"
1708,"named","O"
1708,"outside","B-CNT"
1708,"ack","I-CNT"
1708,"absentmindedly","I-CNT"
1708,"beyond","I-CNT"
1708,"imperfect","I-CNT"
1708,"pleasant","I-CNT"
1708,"after that","O"
1708,"deteriorate","O"
1708,"complete","B-CT"
1708,"todo","I-CT"
1708,"loudly","B-CNT"
1708,"likewise","I-CNT"
1708,"so","I-CNT"
1708,"out","I-CNT"
1708,"ugh","I-CNT"
1709,"norm","O"
1709,"despite","O"
1709,"before","O"
1709,"top","O"
1709,"correctly","O"
1709,"anti","O"
1709,"before","O"
1709,"todo","O"
1709,"'","O"
1709,"huzzah","O"
1709,"lag","O"
1709,"'","O"
1710,"instrumentation","O"
1710,"retrospective","O"
1710,"in","O"
1710,"failing","O"
1710,"done","B-CT"
1710,"todo","I-CT"
1710,"with","O"
1710,"content","O"
1710,"light","B-CNT"
1710,"excluding","I-CNT"
1710,"brr","I-CNT"
1710,"unlike","I-CNT"
1710,"honest","I-CNT"
1710,"verbally","I-CNT"
1710,"hm","I-CNT"
1710,"an","I-CNT"
1710,"cuddly","I-CNT"
1710,"after that","O"
1710,"sans","O"
1710,"before","O"
1710,"boo","O"
1710,"remove","B-RT"
1710,"todo","I-RT"
1710,"with","O"
1710,"content","O"
1710,"beneath","B-CNT"
1710,"and","I-CNT"
1710,"half-sister","I-CNT"
1710,"then","O"
1710,"whose","O"
1710,"angora","O"
1710,"pure","O"
1710,"remove","B-RT"
1710,"todo","I-RT"
1710,"named","O"
1710,"violent","B-CNT"
1710,"psst","I-CNT"
1710,"murky","I-CNT"
1710,"waiver","I-CNT"
1711,"cloudy","O"
1711,"idealistic","O"
1711,"passenger","O"
1711,"admin","O"
1711,"minus","O"
1711,"ew","O"
1711,"amongst","O"
1711,"joshingly","O"
1711,"concerning","O"
1711,"delete","B-RT"
1711,"todo","I-RT"
1711,"where","O"
1711,"'","O"
1711,"excitedly","B-CNT"
1711,"urgently","I-CNT"
1711,"'","O"
1711,"after that","O"
1711,"vastly","O"
1711,"yahoo","O"
1711,"whereas","O"
1711,"emancipate","O"
1711,"save","O"
1711,"since","O"
1711,"lest","O"
1711,"mark","B-CT"
1711,"todo","I-CT"
1711,"containing","O"
1711,"'","O"
1711,"uh-huh","B-CNT"
1711,"bah","I-CNT"
1711,"ew","I-CNT"
1711,"thunderous","I-CNT"
1711,"lest","I-CNT"
1711,"taut","I-CNT"
1711,"simple","I-CNT"
1711,"patroller","I-CNT"
1711,"per","I-CNT"
1711,"old-fashioned","I-CNT"
1711,"'","O"
1711,"after that","O"
1711,"wherever","O"
1711,"likely","O"
1711,"insistent","O"
1711,"upliftingly","O"
1711,"offensively","O"
1711,"modulo","O"
1711,"sparkling","O"
1711,"kindheartedly","O"
1711,"revolutionise","O"
1711,"todo","O"
1711,"todo","O"
1711,"where","O"
1711,"'","O"
1711,"captain","O"
1711,"deeply","O"
1711,"calibrate","O"
1711,"duck","O"
1711,"how","O"
1711,"er","O"
1711,"'","O"
1712,"part","O"
1712,"strategy","O"
1712,"excited","O"
1712,"while","O"
1712,"generate","B-AT"
1712,"a","I-AT"
1712,"todo","I-AT"
1712,"with","O"
1712,"content","O"
1712,"'","O"
1712,"feisty","B-CNT"
1712,"tolerance","I-CNT"
1712,"grant","I-CNT"
1712,"'","O"
1712,"and","O"
1712,"self-assured","O"
1712,"always","O"
1712,"ashamed","O"
1712,"sicken","O"
1712,"lazily","O"
1712,"healthily","O"
1712,"near","O"
1712,"generate","B-AT"
1712,"todo","I-AT"
1712,"smuggling","B-CNT"
1712,"why","I-CNT"
1712,"or","I-CNT"
1712,"garland","I-CNT"
1712,"flunk","I-CNT"
1712,"deputise","I-CNT"
1712,"then","O"
1712,"uh-huh","O"
1712,"tremendous","O"
1712,"extend","O"
1712,"uh-huh","O"
1712,"above","O"
1712,"lazy","O"
1712,"hastily","O"
1712,"strand","O"
1712,"geez","O"
1712,"afore","O"
1712,"create","B-AT"
1712,"todo","I-AT"
1712,"containing","O"
1712,"who","B-CNT"
1713,"cheerful","O"
1713,"though","O"
1713,"grease","O"
1713,"searchingly","O"
1713,"amidst","O"
1713,"however","O"
1713,"frogmarch","O"
1713,"kayak","O"
1713,"pace","O"
1713,"destroy","B-RT"
1713,"todo","I-RT"
1713,"with","O"
1713,"'","O"
1713,"likewise","B-CNT"
1713,"dam","I-CNT"
1713,"gently","I-CNT"
1713,"premise","I-CNT"
1713,"duh","I-CNT"
1713,"shepherd","I-CNT"
1713,"diligently","I-CNT"
1713,"'","O"
1714,"satisfied","O"
1714,"barring","O"
1714,"drawing","O"
1714,"destroy","B-RT"
1714,"a","I-RT"
1714,"todo","I-RT"
1714,"named","O"
1714,"unsung","B-CNT"
1714,"after that","O"
1714,"plus","O"
1714,"spec","O"
1714,"todo","O"
1714,"named","O"
1714,"'","O"
1714,"geez","O"
1714,"warmly","O"
1714,"uh-huh","O"
1714,"what","O"
1714,"caboose","O"
1714,"whoa","O"
1714,"that","O"
1714,"frantically","O"
1714,"generously","O"
1714,"curl","O"
1714,"'","O"
1714,"then","O"
1714,"phew","O"
1714,"upright","O"
1714,"squander","O"
1714,"mouse","O"
1714,"pique","O"
1714,"infiltration","O"
1714,"statistics","O"
1714,"add","B-AT"
1714,"a","I-AT"
1714,"todo","I-AT"
1714,"with","O"
1714,"'","O"
1714,"urgently","B-CNT"
1714,"valid","I-CNT"
1714,"yowza","I-CNT"
1714,"though","I-CNT"
1714,"amused","I-CNT"
1714,"greedily","I-CNT"
1714,"drat","I-CNT"
1714,"when","I-CNT"
1714,"'","O"
1715,"kissingly","O"
1715,"pfft","O"
1715,"rebel","O"
1715,"uh-huh","O"
1715,"or","O"
1715,"times","O"
1715,"until","O"
1715,"mama","O"
1715,"woot","O"
1715,"todo","O"
1715,"todo","O"
1715,"named","O"
1715,"lovingly","O"
1715,"bring","O"
1715,"shyly","O"
1715,"justly","O"
1715,"along","O"
1716,"over","O"
1716,"over","O"
1716,"if","O"
1716,"itchy","O"
1716,"sycamore","O"
1716,"past","O"
1716,"bitterly","O"
1716,"though","O"
1716,"remove","B-RT"
1716,"a","I-RT"
1716,"todo","I-RT"
1716,"containing","O"
1716,"bullet","B-CNT"
1716,"now","I-CNT"
1716,"in","I-CNT"
1716,"tomorrow","I-CNT"
1716,"fickle","I-CNT"
1716,"enormously","I-CNT"
1716,".","O"
1716,"delightfully","O"
1716,"done","B-CT"
1716,"todo","I-CT"
1716,"named","O"
1716,"'","O"
1716,"as","B-CNT"
1716,"however","I-CNT"
1716,"until","I-CNT"
1716,"nor","I-CNT"
1716,"ornery","I-CNT"
1716,"considerate","I-CNT"
1716,"and","I-CNT"
1716,"solidly","I-CNT"
1716,"'","O"
1716,"moreover","O"
1716,"doc","O"
1716,"but","O"
1716,"joyfully","O"
1716,"scoff","O"
1716,"delete","B-RT"
1716,"todo","I-RT"
1716,"into","B-CNT"
1716,"boo","I-CNT"
1717,"truthfully","O"
1717,"bit","O"
1717,"er","O"
1717,"sadly","O"
1717,"reason","O"
1717,"treasure","O"
1717,"barring","O"
1717,"an","O"
1717,"complete","B-CT"
1717,"a","I-CT"
1717,"todo","I-CT"
1717,"with","O"
1717,"content","O"
1717,"dig","B-CNT"
1717,"reamer","I-CNT"
1717,"barring","I-CNT"
1717,"sharply","I-CNT"
1717,"quickly","I-CNT"
1717,"black-and-white","I-CNT"
1717,"noisily","I-CNT"
1717,"industrialise","I-CNT"
1717,"aw","I-CNT"
1718,"truthfully","O"
1718,"and","O"
1718,"expensive","O"
1718,"evenly","O"
1718,"globalize","O"
1718,"until","O"
1718,"generate","B-AT"
1718,"todo","I-AT"
1718,"with","O"
1718,"optimal","B-CNT"
1718,"and","O"
1718,"unused","O"
1718,"from","O"
1718,"where","O"
1718,"brutalise","O"
1718,"until","O"
1718,"automatic","O"
1718,"huzzah","O"
1718,"complete","B-CT"
1718,"a","I-CT"
1718,"todo","I-CT"
1718,"with","O"
1718,"gee","B-CNT"
1718,"ack","I-CNT"
1718,"who","I-CNT"
1718,"look","I-CNT"
1718,"aside","I-CNT"
1718,"rosin","I-CNT"
1718,"now","I-CNT"
1718,"warmly","I-CNT"
1718,"kissingly","I-CNT"
1718,"moreover","O"
1718,"bite-sized","O"
1718,"upwardly","O"
1718,"preserves","O"
1718,"story-telling","O"
1718,"doe","O"
1718,"arrogantly","O"
1718,"gateway","O"
1718,"whereas","O"
1718,"qualified","O"
1718,"lunchroom","O"
1718,"delete","B-RT"
1718,"a","I-RT"
1718,"todo","I-RT"
1718,"with","O"
1718,"content","O"
1718,"although","B-CNT"
1718,"lavish","I-CNT"
1718,"traveler","I-CNT"
1719,"repository","O"
1719,"generate","B-AT"
1719,"a","I-AT"
1719,"todo","I-AT"
1719,"provided","B-CNT"
1719,"catalysis","I-CNT"
1719,"legislature","I-CNT"
1719,"steer","I-CNT"
1719,"complete","I-CNT"
1719,"decree","I-CNT"
1719,"moreover","O"
1719,"warmhearted","O"
1719,"concerning","O"
1719,"gene","O"
1719,"hm","O"
1719,"unless","O"
1719,"lunge","O"
1719,"gain","O"
1719,"add","B-AT"
1719,"todo","I-AT"
1719,"with","O"
1719,"'","O"
1719,"lightly","B-CNT"
1719,"toward","I-CNT"
1719,"eek","I-CNT"
1719,"contrive","I-CNT"
1719,"'","O"
1719,"moreover","O"
1719,"mmm","O"
1719,"but","O"
1719,"from","O"
1719,"absolve","O"
1719,"instead","O"
1719,"opposite","O"
1719,"for","O"
1719,"without","O"
1719,"attempt","O"
1719,"cameo","O"
1719,"destroy","B-RT"
1719,"todo","I-RT"
1719,"containing","O"
1719,"'","O"
1719,"mechanically","B-CNT"
1719,"'","O"
1720,"outside","O"
1720,"between","O"
1720,"healthily","O"
1720,"mark","B-CT"
1720,"a","I-CT"
1720,"todo","I-CT"
1720,"with","O"
1720,"'","O"
1720,"support","B-CNT"
1720,"anenst","I-CNT"
1720,"whoa","I-CNT"
1720,"psst","I-CNT"
1720,"geez","I-CNT"
1720,"ignorant","I-CNT"
1720,"trepan","I-CNT"
1720,"amusing","I-CNT"
1720,"flip","I-CNT"
1720,"'","O"
1720,"moreover","O"
1720,"since","O"
1720,"cellar","O"
1720,"italicise","O"
1720,"modulo","O"
1720,"complete","B-CT"
1720,"todo","I-CT"
1720,"with","O"
1720,"yuck","B-CNT"
1720,"continually","I-CNT"
1720,"drat","I-CNT"
1720,"rejoin","I-CNT"
1720,"after that","O"
1720,"fennel","O"
1720,"hm","O"
1720,"grounded","O"
1720,"todo","O"
1720,"todo","O"
1720,"with","O"
1720,"greatly","O"
1720,"remortgage","O"
1720,"swiftly","O"
1720,"structure","O"
1720,"phew","O"
1720,"sarong","O"
1720,"divulge","O"
1721,"bulky","O"
1721,"indeed","O"
1721,"zephyr","O"
1721,"gateway","O"
1721,"mundane","O"
1721,"carefully","O"
1721,"todo","O"
1721,"todo","O"
1721,"containing","O"
1721,"fooey","O"
1722,"overconfidently","O"
1722,"utter","O"
1722,"though","O"
1722,"gawk","O"
1722,"pfft","O"
1722,"generate","B-AT"
1722,"todo","I-AT"
1722,"named","O"
1722,"'","O"
1722,"sway","B-CNT"
1722,"yum","I-CNT"
1722,"as","I-CNT"
1722,"girdle","I-CNT"
1722,"angrily","I-CNT"
1722,"'","O"
1722,"and","O"
1722,"perforate","O"
1722,"across","O"
1722,"antelope","O"
1722,"nothing","O"
1722,"refine","O"
1722,"hmph","O"
1722,"scaly","O"
1722,"add","B-AT"
1722,"todo","I-AT"
1722,"daintily","B-CNT"
1723,"tenderly","O"
1723,"even","O"
